term_id,coefficient,has_rva,Model,Dataset,Fold_number,fold_id
Term21375,-1.0,RVA13122,Model2,Data1,1,Fold1
Term21376,-1.0,RVA845,Model2,Data1,1,Fold1
Term21376,-1.0,RVA13122,Model2,Data1,1,Fold1
Term21377,-1.0,RVA844,Model2,Data1,1,Fold1
Term21377,-1.0,RVA13122,Model2,Data1,1,Fold1
Term21378,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21378,-1.0,RVA13123,Model2,Data1,1,Fold1
Term21379,-1.0,RVA8350,Model2,Data1,1,Fold1
Term21379,-1.0,RVA13123,Model2,Data1,1,Fold1
Term21380,-1.0,RVA13123,Model2,Data1,1,Fold1
Term21381,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21382,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21383,-1.0,RVA754,Model2,Data1,1,Fold1
Term21383,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21384,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21385,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21386,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21387,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21388,-1.0,RVA845,Model2,Data1,1,Fold1
Term21388,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21389,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21390,-1.0,RVA848,Model2,Data1,1,Fold1
Term21390,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21391,-1.0,RVA13151,Model2,Data1,1,Fold1
Term21392,-1.0,RVA13125,Model2,Data1,1,Fold1
Term21393,-1.0,RVA13126,Model2,Data1,1,Fold1
Term21394,-1.0,RVA13152,Model2,Data1,1,Fold1
Term21395,-1.0,RVA13150,Model2,Data1,1,Fold1
Term21396,-1.0,RVA13156,Model2,Data1,1,Fold1
Term21397,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21398,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21398,-1.0,RVA13155,Model2,Data1,1,Fold1
Term21399,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21400,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21401,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21402,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21403,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21404,-1.0,RVA13157,Model2,Data1,1,Fold1
Term21405,-1.0,RVA13158,Model2,Data1,1,Fold1
Term21406,-1.0,RVA13159,Model2,Data1,1,Fold1
Term21407,-1.0,RVA13160,Model2,Data1,1,Fold1
Term21408,-1.0,RVA13139,Model2,Data1,1,Fold1
Term21409,-1.0,RVA13142,Model2,Data1,1,Fold1
Term21410,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21411,-1.0,RVA13139,Model2,Data1,1,Fold1
Term21412,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21413,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21414,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21415,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21416,-1.0,RVA8353,Model2,Data1,1,Fold1
Term21416,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21417,-1.0,RVA8354,Model2,Data1,1,Fold1
Term21417,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21418,-1.0,RVA755,Model2,Data1,1,Fold1
Term21418,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21419,-1.0,RVA8351,Model2,Data1,1,Fold1
Term21419,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21420,-1.0,RVA13144,Model2,Data1,1,Fold1
Term21421,-1.0,RVA13143,Model2,Data1,1,Fold1
Term21422,-1.0,RVA8352,Model2,Data1,1,Fold1
Term21422,-1.0,RVA13141,Model2,Data1,1,Fold1
Term21423,-1.0,RVA13145,Model2,Data1,1,Fold1
Term21424,-1.0,RVA13147,Model2,Data1,1,Fold1
Term21425,-1.0,RVA13146,Model2,Data1,1,Fold1
Term21426,-1.0,RVA13148,Model2,Data1,1,Fold1
Term21427,-1.0,RVA8355,Model2,Data1,1,Fold1
Term21427,-1.0,RVA13175,Model2,Data1,1,Fold1
Term21428,-1.0,RVA13174,Model2,Data1,1,Fold1
Term21429,-1.0,RVA13178,Model2,Data1,1,Fold1
Term21430,-1.0,RVA13181,Model2,Data1,1,Fold1
Term21431,-1.0,RVA13173,Model2,Data1,1,Fold1
Term21432,-1.0,RVA723,Model2,Data1,1,Fold1
Term21432,-1.0,RVA13161,Model2,Data1,1,Fold1
Term21433,-1.0,RVA13165,Model2,Data1,1,Fold1
Term21434,-1.0,RVA13166,Model2,Data1,1,Fold1
Term21435,-1.0,RVA724,Model2,Data1,1,Fold1
Term21435,-1.0,RVA13171,Model2,Data1,1,Fold1
Term21436,-1.0,RVA13169,Model2,Data1,1,Fold1
Term21437,-1.0,RVA13170,Model2,Data1,1,Fold1
Term21438,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21438,-1.0,RVA13167,Model2,Data1,1,Fold1
Term21439,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21439,-1.0,RVA13205,Model2,Data1,1,Fold1
Term21440,-1.0,RVA13219,Model2,Data1,1,Fold1
Term21441,-1.0,RVA8355,Model2,Data1,1,Fold1
Term21441,-1.0,RVA13221,Model2,Data1,1,Fold1
Term21442,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21442,-1.0,RVA13222,Model2,Data1,1,Fold1
Term21443,-1.0,RVA724,Model2,Data1,1,Fold1
Term21443,-1.0,RVA13225,Model2,Data1,1,Fold1
Term21444,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21444,-1.0,RVA13220,Model2,Data1,1,Fold1
Term21445,-1.0,RVA8405,Model2,Data1,1,Fold1
Term21445,-1.0,RVA13223,Model2,Data1,1,Fold1
Term21446,-1.0,RVA13196,Model2,Data1,1,Fold1
Term21447,-1.0,RVA13197,Model2,Data1,1,Fold1
Term21448,-1.0,RVA13198,Model2,Data1,1,Fold1
Term21449,-1.0,RVA13204,Model2,Data1,1,Fold1
Term21450,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21450,-1.0,RVA13238,Model2,Data1,1,Fold1
Term21451,-1.0,RVA14962,Model2,Data1,1,Fold1
Term21452,-1.0,RVA8350,Model2,Data1,1,Fold1
Term21452,-1.0,RVA14960,Model2,Data1,1,Fold1
Term21453,-1.0,RVA14962,Model2,Data1,1,Fold1
Term21454,-1.0,RVA14963,Model2,Data1,1,Fold1
Term21455,-1.0,RVA14961,Model2,Data1,1,Fold1
Term21456,-1.0,RVA14964,Model2,Data1,1,Fold1
Term21457,-1.0,RVA14965,Model2,Data1,1,Fold1
Term21458,-1.0,RVA14962,Model2,Data1,1,Fold1
Term21459,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21459,-1.0,RVA14967,Model2,Data1,1,Fold1
Term21460,-1.0,RVA13199,Model2,Data1,1,Fold1
Term21461,-1.0,RVA14993,Model2,Data1,1,Fold1
Term21462,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21462,-1.0,RVA14994,Model2,Data1,1,Fold1
Term21463,-1.0,RVA14992,Model2,Data1,1,Fold1
Term21464,-1.0,RVA14996,Model2,Data1,1,Fold1
Term21465,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21465,-1.0,RVA14994,Model2,Data1,1,Fold1
Term21466,-1.0,RVA15012,Model2,Data1,1,Fold1
Term21467,-1.0,RVA15001,Model2,Data1,1,Fold1
Term21468,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21468,-1.0,RVA14999,Model2,Data1,1,Fold1
Term21469,-1.0,RVA14970,Model2,Data1,1,Fold1
Term21470,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21470,-1.0,RVA14998,Model2,Data1,1,Fold1
Term21471,-1.0,RVA14971,Model2,Data1,1,Fold1
Term21472,-1.0,RVA14972,Model2,Data1,1,Fold1
Term21473,-1.0,RVA14974,Model2,Data1,1,Fold1
Term21474,-1.0,RVA14975,Model2,Data1,1,Fold1
Term21475,-1.0,RVA15035,Model2,Data1,1,Fold1
Term21476,-1.0,RVA723,Model2,Data1,1,Fold1
Term21476,-1.0,RVA14975,Model2,Data1,1,Fold1
Term21477,-1.0,RVA15035,Model2,Data1,1,Fold1
Term21478,-1.0,RVA15036,Model2,Data1,1,Fold1
Term21479,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21479,-1.0,RVA15037,Model2,Data1,1,Fold1
Term21480,-1.0,RVA15041,Model2,Data1,1,Fold1
Term21481,-1.0,RVA15038,Model2,Data1,1,Fold1
Term21482,-1.0,RVA15041,Model2,Data1,1,Fold1
Term21483,-1.0,RVA15041,Model2,Data1,1,Fold1
Term21484,-1.0,RVA15041,Model2,Data1,1,Fold1
Term21485,-1.0,RVA15052,Model2,Data1,1,Fold1
Term21486,-1.0,RVA15041,Model2,Data1,1,Fold1
Term21487,-1.0,RVA15039,Model2,Data1,1,Fold1
Term21488,-1.0,RVA15053,Model2,Data1,1,Fold1
Term21489,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21489,-1.0,RVA15054,Model2,Data1,1,Fold1
Term21490,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21490,-1.0,RVA15018,Model2,Data1,1,Fold1
Term21491,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21491,-1.0,RVA15016,Model2,Data1,1,Fold1
Term21492,-1.0,RVA724,Model2,Data1,1,Fold1
Term21492,-1.0,RVA15014,Model2,Data1,1,Fold1
Term21493,-1.0,RVA15015,Model2,Data1,1,Fold1
Term21494,-1.0,RVA15017,Model2,Data1,1,Fold1
Term21495,-1.0,RVA15019,Model2,Data1,1,Fold1
Term21496,-1.0,RVA15031,Model2,Data1,1,Fold1
Term21497,-1.0,RVA15031,Model2,Data1,1,Fold1
Term21498,-1.0,RVA15030,Model2,Data1,1,Fold1
Term21499,-1.0,RVA754,Model2,Data1,1,Fold1
Term21499,-1.0,RVA15031,Model2,Data1,1,Fold1
Term21500,-1.0,RVA15031,Model2,Data1,1,Fold1
Term21501,-1.0,RVA15032,Model2,Data1,1,Fold1
Term21502,-1.0,RVA15033,Model2,Data1,1,Fold1
Term21503,-1.0,RVA15069,Model2,Data1,1,Fold1
Term21504,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21504,-1.0,RVA15068,Model2,Data1,1,Fold1
Term21505,-1.0,RVA15071,Model2,Data1,1,Fold1
Term21506,-1.0,RVA15073,Model2,Data1,1,Fold1
Term21507,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21507,-1.0,RVA15072,Model2,Data1,1,Fold1
Term21508,-1.0,RVA15067,Model2,Data1,1,Fold1
Term21509,-1.0,RVA15073,Model2,Data1,1,Fold1
Term21510,-1.0,RVA15055,Model2,Data1,1,Fold1
Term21511,-1.0,RVA15058,Model2,Data1,1,Fold1
Term21512,-1.0,RVA15059,Model2,Data1,1,Fold1
Term21513,-1.0,RVA15056,Model2,Data1,1,Fold1
Term21514,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21515,-1.0,RVA15057,Model2,Data1,1,Fold1
Term21516,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21517,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21518,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21519,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21520,-1.0,RVA15060,Model2,Data1,1,Fold1
Term21521,-1.0,RVA773,Model2,Data1,1,Fold1
Term21521,-1.0,RVA15063,Model2,Data1,1,Fold1
Term21522,-1.0,RVA15065,Model2,Data1,1,Fold1
Term21523,-1.0,RVA8378,Model2,Data1,1,Fold1
Term21523,-1.0,RVA15062,Model2,Data1,1,Fold1
Term21524,-1.0,RVA15091,Model2,Data1,1,Fold1
Term21525,-1.0,RVA15092,Model2,Data1,1,Fold1
Term21526,-1.0,RVA15092,Model2,Data1,1,Fold1
Term21527,-1.0,RVA15096,Model2,Data1,1,Fold1
Term21528,-1.0,RVA15096,Model2,Data1,1,Fold1
Term21529,-1.0,RVA15094,Model2,Data1,1,Fold1
Term21530,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21530,-1.0,RVA15064,Model2,Data1,1,Fold1
Term21531,-1.0,RVA844,Model2,Data1,1,Fold1
Term21531,-1.0,RVA15096,Model2,Data1,1,Fold1
Term21532,-1.0,RVA845,Model2,Data1,1,Fold1
Term21532,-1.0,RVA15096,Model2,Data1,1,Fold1
Term21533,-1.0,RVA15090,Model2,Data1,1,Fold1
Term21534,-1.0,RVA15097,Model2,Data1,1,Fold1
Term21535,-1.0,RVA15098,Model2,Data1,1,Fold1
Term21536,-1.0,RVA15098,Model2,Data1,1,Fold1
Term21537,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21537,-1.0,RVA15095,Model2,Data1,1,Fold1
Term21538,-1.0,RVA8355,Model2,Data1,1,Fold1
Term21538,-1.0,RVA15078,Model2,Data1,1,Fold1
Term21539,-1.0,RVA15079,Model2,Data1,1,Fold1
Term21540,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21540,-1.0,RVA15077,Model2,Data1,1,Fold1
Term21541,-1.0,RVA15098,Model2,Data1,1,Fold1
Term21542,-1.0,RVA8368,Model2,Data1,1,Fold1
Term21542,-1.0,RVA15083,Model2,Data1,1,Fold1
Term21543,-1.0,RVA15082,Model2,Data1,1,Fold1
Term21544,-1.0,RVA14701,Model2,Data1,1,Fold1
Term21545,-1.0,RVA14703,Model2,Data1,1,Fold1
Term21546,-1.0,RVA15111,Model2,Data1,1,Fold1
Term21547,-1.0,RVA14708,Model2,Data1,1,Fold1
Term21548,-1.0,RVA14708,Model2,Data1,1,Fold1
Term21549,-1.0,RVA14705,Model2,Data1,1,Fold1
Term21550,-1.0,RVA14709,Model2,Data1,1,Fold1
Term21551,-1.0,RVA723,Model2,Data1,1,Fold1
Term21551,-1.0,RVA14710,Model2,Data1,1,Fold1
Term21552,-1.0,RVA14722,Model2,Data1,1,Fold1
Term21553,-1.0,RVA9560,Model2,Data1,1,Fold1
Term21553,-1.0,RVA14708,Model2,Data1,1,Fold1
Term21554,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21555,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21556,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21557,-1.0,RVA773,Model2,Data1,1,Fold1
Term21557,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21558,-1.0,RVA15087,Model2,Data1,1,Fold1
Term21559,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21560,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21561,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21562,-1.0,RVA14731,Model2,Data1,1,Fold1
Term21563,-1.0,RVA14713,Model2,Data1,1,Fold1
Term21564,-1.0,RVA14711,Model2,Data1,1,Fold1
Term21565,-1.0,RVA14715,Model2,Data1,1,Fold1
Term21566,-1.0,RVA14717,Model2,Data1,1,Fold1
Term21567,-1.0,RVA773,Model2,Data1,1,Fold1
Term21567,-1.0,RVA14712,Model2,Data1,1,Fold1
Term21568,-1.0,RVA14720,Model2,Data1,1,Fold1
Term21569,-1.0,RVA14719,Model2,Data1,1,Fold1
Term21570,-1.0,RVA14756,Model2,Data1,1,Fold1
Term21571,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21571,-1.0,RVA14718,Model2,Data1,1,Fold1
Term21572,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21573,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21574,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21575,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21576,-1.0,RVA14755,Model2,Data1,1,Fold1
Term21577,-1.0,RVA845,Model2,Data1,1,Fold1
Term21577,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21578,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21579,-1.0,RVA724,Model2,Data1,1,Fold1
Term21579,-1.0,RVA14767,Model2,Data1,1,Fold1
Term21580,-1.0,RVA14764,Model2,Data1,1,Fold1
Term21581,-1.0,RVA14772,Model2,Data1,1,Fold1
Term21582,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21582,-1.0,RVA14769,Model2,Data1,1,Fold1
Term21583,-1.0,RVA14735,Model2,Data1,1,Fold1
Term21584,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21584,-1.0,RVA14775,Model2,Data1,1,Fold1
Term21585,-1.0,RVA14735,Model2,Data1,1,Fold1
Term21586,-1.0,RVA724,Model2,Data1,1,Fold1
Term21586,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21587,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21588,-1.0,RVA14774,Model2,Data1,1,Fold1
Term21589,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21590,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21591,-1.0,RVA773,Model2,Data1,1,Fold1
Term21591,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21592,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21593,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21594,-1.0,RVA14743,Model2,Data1,1,Fold1
Term21595,-1.0,RVA14739,Model2,Data1,1,Fold1
Term21596,-1.0,RVA14733,Model2,Data1,1,Fold1
Term21597,-1.0,RVA8355,Model2,Data1,1,Fold1
Term21597,-1.0,RVA14745,Model2,Data1,1,Fold1
Term21598,-1.0,RVA14751,Model2,Data1,1,Fold1
Term21599,-1.0,RVA14801,Model2,Data1,1,Fold1
Term21600,-1.0,RVA14805,Model2,Data1,1,Fold1
Term21601,-1.0,RVA14809,Model2,Data1,1,Fold1
Term21602,-1.0,RVA8368,Model2,Data1,1,Fold1
Term21602,-1.0,RVA14802,Model2,Data1,1,Fold1
Term21603,-1.0,RVA14749,Model2,Data1,1,Fold1
Term21604,-1.0,RVA14812,Model2,Data1,1,Fold1
Term21605,-1.0,RVA14815,Model2,Data1,1,Fold1
Term21606,-1.0,RVA14753,Model2,Data1,1,Fold1
Term21607,-1.0,RVA14781,Model2,Data1,1,Fold1
Term21608,-1.0,RVA778,Model2,Data1,1,Fold1
Term21608,-1.0,RVA14814,Model2,Data1,1,Fold1
Term21609,-1.0,RVA14784,Model2,Data1,1,Fold1
Term21610,-1.0,RVA773,Model2,Data1,1,Fold1
Term21610,-1.0,RVA14794,Model2,Data1,1,Fold1
Term21611,-1.0,RVA14796,Model2,Data1,1,Fold1
Term21612,-1.0,RVA14845,Model2,Data1,1,Fold1
Term21613,-1.0,RVA14793,Model2,Data1,1,Fold1
Term21614,-1.0,RVA14849,Model2,Data1,1,Fold1
Term21615,-1.0,RVA14843,Model2,Data1,1,Fold1
Term21616,-1.0,RVA14855,Model2,Data1,1,Fold1
Term21617,-1.0,RVA14859,Model2,Data1,1,Fold1
Term21618,-1.0,RVA14857,Model2,Data1,1,Fold1
Term21619,-1.0,RVA14863,Model2,Data1,1,Fold1
Term21620,-1.0,RVA14829,Model2,Data1,1,Fold1
Term21621,-1.0,RVA14825,Model2,Data1,1,Fold1
Term21622,-1.0,RVA14827,Model2,Data1,1,Fold1
Term21623,-1.0,RVA14833,Model2,Data1,1,Fold1
Term21624,-1.0,RVA14841,Model2,Data1,1,Fold1
Term21625,-1.0,RVA14835,Model2,Data1,1,Fold1
Term21626,-1.0,RVA14503,Model2,Data1,1,Fold1
Term21627,-1.0,RVA14507,Model2,Data1,1,Fold1
Term21628,-1.0,RVA14876,Model2,Data1,1,Fold1
Term21629,-1.0,RVA14504,Model2,Data1,1,Fold1
Term21630,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21630,-1.0,RVA14506,Model2,Data1,1,Fold1
Term21631,-1.0,RVA14509,Model2,Data1,1,Fold1
Term21632,-1.0,RVA14509,Model2,Data1,1,Fold1
Term21633,-1.0,RVA14509,Model2,Data1,1,Fold1
Term21634,-1.0,RVA14509,Model2,Data1,1,Fold1
Term21635,-1.0,RVA14508,Model2,Data1,1,Fold1
Term21636,-1.0,RVA14510,Model2,Data1,1,Fold1
Term21637,-1.0,RVA14512,Model2,Data1,1,Fold1
Term21638,-1.0,RVA14523,Model2,Data1,1,Fold1
Term21639,-1.0,RVA14530,Model2,Data1,1,Fold1
Term21640,-1.0,RVA14524,Model2,Data1,1,Fold1
Term21641,-1.0,RVA14526,Model2,Data1,1,Fold1
Term21642,-1.0,RVA14527,Model2,Data1,1,Fold1
Term21643,-1.0,RVA14513,Model2,Data1,1,Fold1
Term21644,-1.0,RVA14519,Model2,Data1,1,Fold1
Term21645,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21645,-1.0,RVA14517,Model2,Data1,1,Fold1
Term21646,-1.0,RVA14515,Model2,Data1,1,Fold1
Term21647,-1.0,RVA14531,Model2,Data1,1,Fold1
Term21648,-1.0,RVA14521,Model2,Data1,1,Fold1
Term21649,-1.0,RVA14518,Model2,Data1,1,Fold1
Term21650,-1.0,RVA14518,Model2,Data1,1,Fold1
Term21651,-1.0,RVA14520,Model2,Data1,1,Fold1
Term21652,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21652,-1.0,RVA14522,Model2,Data1,1,Fold1
Term21653,-1.0,RVA14557,Model2,Data1,1,Fold1
Term21654,-1.0,RVA14562,Model2,Data1,1,Fold1
Term21655,-1.0,RVA14559,Model2,Data1,1,Fold1
Term21656,-1.0,RVA14564,Model2,Data1,1,Fold1
Term21657,-1.0,RVA14522,Model2,Data1,1,Fold1
Term21658,-1.0,RVA8368,Model2,Data1,1,Fold1
Term21658,-1.0,RVA14569,Model2,Data1,1,Fold1
Term21659,-1.0,RVA14569,Model2,Data1,1,Fold1
Term21660,-1.0,RVA9560,Model2,Data1,1,Fold1
Term21660,-1.0,RVA14571,Model2,Data1,1,Fold1
Term21661,-1.0,RVA14573,Model2,Data1,1,Fold1
Term21662,-1.0,RVA8350,Model2,Data1,1,Fold1
Term21662,-1.0,RVA14571,Model2,Data1,1,Fold1
Term21663,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21663,-1.0,RVA14574,Model2,Data1,1,Fold1
Term21664,-1.0,RVA14540,Model2,Data1,1,Fold1
Term21665,-1.0,RVA14538,Model2,Data1,1,Fold1
Term21666,-1.0,RVA14536,Model2,Data1,1,Fold1
Term21667,-1.0,RVA14544,Model2,Data1,1,Fold1
Term21668,-1.0,RVA14547,Model2,Data1,1,Fold1
Term21669,-1.0,RVA14542,Model2,Data1,1,Fold1
Term21670,-1.0,RVA14547,Model2,Data1,1,Fold1
Term21671,-1.0,RVA14553,Model2,Data1,1,Fold1
Term21672,-1.0,RVA9558,Model2,Data1,1,Fold1
Term21672,-1.0,RVA14598,Model2,Data1,1,Fold1
Term21673,-1.0,RVA14604,Model2,Data1,1,Fold1
Term21674,-1.0,RVA14612,Model2,Data1,1,Fold1
Term21675,-1.0,RVA14610,Model2,Data1,1,Fold1
Term21676,-1.0,RVA8350,Model2,Data1,1,Fold1
Term21676,-1.0,RVA14606,Model2,Data1,1,Fold1
Term21677,-1.0,RVA14618,Model2,Data1,1,Fold1
Term21678,-1.0,RVA778,Model2,Data1,1,Fold1
Term21678,-1.0,RVA14607,Model2,Data1,1,Fold1
Term21679,-1.0,RVA14616,Model2,Data1,1,Fold1
Term21680,-1.0,RVA14582,Model2,Data1,1,Fold1
Term21681,-1.0,RVA14576,Model2,Data1,1,Fold1
Term21682,-1.0,RVA14614,Model2,Data1,1,Fold1
Term21683,-1.0,RVA14584,Model2,Data1,1,Fold1
Term21684,-1.0,RVA14610,Model2,Data1,1,Fold1
Term21685,-1.0,RVA14580,Model2,Data1,1,Fold1
Term21686,-1.0,RVA14586,Model2,Data1,1,Fold1
Term21687,-1.0,RVA14596,Model2,Data1,1,Fold1
Term21688,-1.0,RVA14592,Model2,Data1,1,Fold1
Term21689,-1.0,RVA14642,Model2,Data1,1,Fold1
Term21690,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21691,-1.0,RVA14644,Model2,Data1,1,Fold1
Term21692,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21693,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21694,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21695,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21696,-1.0,RVA723,Model2,Data1,1,Fold1
Term21696,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21697,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21698,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21699,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21700,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21701,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21702,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21703,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21704,-1.0,RVA778,Model2,Data1,1,Fold1
Term21704,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21705,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21706,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21707,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21708,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21709,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21710,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21711,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21712,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21713,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21714,-1.0,RVA847,Model2,Data1,1,Fold1
Term21714,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21715,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21716,-1.0,RVA846,Model2,Data1,1,Fold1
Term21716,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21717,-1.0,RVA14646,Model2,Data1,1,Fold1
Term21718,-1.0,RVA14648,Model2,Data1,1,Fold1
Term21719,-1.0,RVA773,Model2,Data1,1,Fold1
Term21719,-1.0,RVA14646,Model2,Data1,1,Fold1
Term21720,-1.0,RVA14646,Model2,Data1,1,Fold1
Term21721,-1.0,RVA14646,Model2,Data1,1,Fold1
Term21722,-1.0,RVA14650,Model2,Data1,1,Fold1
Term21723,-1.0,RVA14646,Model2,Data1,1,Fold1
Term21724,-1.0,RVA14654,Model2,Data1,1,Fold1
Term21725,-1.0,RVA14658,Model2,Data1,1,Fold1
Term21726,-1.0,RVA14652,Model2,Data1,1,Fold1
Term21727,-1.0,RVA14656,Model2,Data1,1,Fold1
Term21728,-1.0,RVA8351,Model2,Data1,1,Fold1
Term21728,-1.0,RVA14661,Model2,Data1,1,Fold1
Term21729,-1.0,RVA14622,Model2,Data1,1,Fold1
Term21730,-1.0,RVA14660,Model2,Data1,1,Fold1
Term21731,-1.0,RVA14629,Model2,Data1,1,Fold1
Term21732,-1.0,RVA5710,Model2,Data1,1,Fold1
Term21732,-1.0,RVA14632,Model2,Data1,1,Fold1
Term21733,-1.0,RVA8353,Model2,Data1,1,Fold1
Term21733,-1.0,RVA14661,Model2,Data1,1,Fold1
Term21734,-1.0,RVA14636,Model2,Data1,1,Fold1
Term21735,-1.0,RVA8356,Model2,Data1,1,Fold1
Term21735,-1.0,RVA14626,Model2,Data1,1,Fold1
Term21736,-1.0,RVA14680,Model2,Data1,1,Fold1
Term21737,-1.0,RVA14640,Model2,Data1,1,Fold1
Term21738,-1.0,RVA14680,Model2,Data1,1,Fold1
Term21739,-1.0,RVA14680,Model2,Data1,1,Fold1
Term21740,-1.0,RVA14676,Model2,Data1,1,Fold1
Term21741,-1.0,RVA14678,Model2,Data1,1,Fold1
Term21742,-1.0,RVA8355,Model2,Data1,1,Fold1
Term21742,-1.0,RVA14680,Model2,Data1,1,Fold1
